date,week_number,sku_id,sku_name,category,warehouse_id,warehouse_name,unit_price,lead_time_days,festival_flag,promo_flag,demand_units,available_stock_units,fulfilled_units,stockout_flag
2024-07-28,30,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,536,1043,536,0
2024-08-04,31,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,406,1235,406,0
2024-08-11,32,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,424,829,424,0
2024-08-18,33,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,438,1133,438,0
2024-08-25,34,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,491,695,491,0
2024-09-01,35,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,450,932,450,0
2024-09-08,36,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,490,1210,490,0
2024-09-15,37,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,580,720,580,0
2024-09-22,38,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,531,868,531,0
2024-09-29,39,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,481,1065,481,0
2024-10-06,40,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,823,584,584,1
2024-10-13,41,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,898,728,728,1
2024-10-20,42,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,672,728,672,0
2024-10-27,43,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,807,784,784,1
2024-11-03,44,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,905,728,728,1
2024-11-10,45,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,869,728,728,1
2024-11-17,46,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,539,728,539,0
2024-11-24,47,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,531,917,531,0
2024-12-01,48,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,501,1114,501,0
2024-12-08,49,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,457,613,457,0
2024-12-15,50,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,445,884,445,0
2024-12-22,51,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,820,1167,820,0
2024-12-29,52,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,755,1075,755,0
2025-01-05,53,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,430,1048,430,0
2025-01-12,54,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,538,618,538,0
2025-01-19,55,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,502,808,502,0
2025-01-26,56,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,1,593,1034,593,0
2025-02-02,57,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,529,1169,529,0
2025-02-09,58,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,515,640,515,0
2025-02-16,59,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,563,853,563,0
2025-02-23,60,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,563,1018,563,0
2025-03-02,61,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,523,1183,523,0
2025-03-09,62,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,556,660,556,0
2025-03-16,63,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,858,832,832,1
2025-03-23,64,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,1,1372,728,728,1
2025-03-30,65,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,615,728,615,0
2025-04-06,66,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,656,841,656,0
2025-04-13,67,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,602,913,602,0
2025-04-20,68,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,666,1039,666,0
2025-04-27,69,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,489,1101,489,0
2025-05-04,70,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,637,612,612,1
2025-05-11,71,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,585,728,585,0
2025-05-18,72,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,739,871,739,0
2025-05-25,73,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,640,860,640,0
2025-06-01,74,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,675,948,675,0
2025-06-08,75,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,657,1001,657,0
2025-06-15,76,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,745,1072,745,0
2025-06-22,77,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,1,936,1055,936,0
2025-06-29,78,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,712,847,712,0
2025-07-06,79,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,592,863,592,0
2025-07-13,80,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,463,999,463,0
2025-07-20,81,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,557,1264,557,0
2025-07-27,82,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,654,707,654,0
2025-08-03,83,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,510,781,510,0
2025-08-10,84,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,480,999,480,0
2025-08-17,85,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,470,1247,470,0
2025-08-24,86,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,1,589,777,589,0
2025-08-31,87,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,506,916,506,0
2025-09-07,88,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,465,1138,465,0
2025-09-14,89,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,568,673,568,0
2025-09-21,90,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,399,833,399,0
2025-09-28,91,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,1,685,1162,685,0
2025-10-05,92,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,1058,1205,1058,0
2025-10-12,93,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,792,875,792,0
2025-10-19,94,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,976,811,811,1
2025-10-26,95,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,950,728,728,1
2025-11-02,96,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,822,728,728,1
2025-11-09,97,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,785,728,728,1
2025-11-16,98,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,535,728,535,0
2025-11-23,99,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,621,921,621,0
2025-11-30,100,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,583,1028,583,0
2025-12-07,101,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,547,1173,547,0
2025-12-14,102,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,0,0,536,626,536,0
2025-12-21,103,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,0,782,818,782,0
2025-12-28,104,SKU12,Cider 500ml,Non-Alcoholic,WH02,West DC,130,10,1,1,946,764,764,1
2024-01-07,1,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1339,1764,1339,0
2024-01-14,2,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1138,2441,1138,0
2024-01-21,3,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1394,3319,1394,0
2024-01-28,4,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1263,1925,1263,0
2024-02-04,5,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1266,2678,1266,0
2024-02-11,6,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1514,3428,1514,0
2024-02-18,7,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1081,1914,1081,0
2024-02-25,8,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1373,2849,1373,0
2024-03-03,9,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1720,3492,1720,0
2024-03-10,10,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2494,1772,1772,1
2024-03-17,11,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2410,2016,2016,1
2024-03-24,12,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2336,2016,2016,1
2024-03-31,13,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1622,2016,1622,0
2024-04-07,14,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1322,2410,1322,0
2024-04-14,15,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1832,3104,1832,0
2024-04-21,16,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1670,3288,1670,0
2024-04-28,17,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1722,1618,1618,1
2024-05-05,18,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1836,2016,1836,0
2024-05-12,19,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1543,2196,1543,0
2024-05-19,20,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1615,2669,1615,0
2024-05-26,21,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,2024,3070,2024,0
2024-06-02,22,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1669,3062,1669,0
2024-06-09,23,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1505,3409,1505,0
2024-06-16,24,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1860,1904,1860,0
2024-06-23,25,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,2031,2060,2031,0
2024-06-30,26,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1486,2045,1486,0
2024-07-07,27,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1678,2575,1678,0
2024-07-14,28,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1758,2913,1758,0
2024-07-21,29,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,1,2089,3171,2089,0
2024-07-28,30,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1478,3098,1478,0
2024-08-04,31,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1475,1620,1475,0
2024-08-11,32,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1493,2161,1493,0
2024-08-18,33,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1136,2684,1136,0
2024-08-25,34,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1433,1548,1433,0
2024-09-01,35,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1330,2131,1330,0
2024-09-08,36,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1325,2817,1325,0
2024-09-15,37,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1042,3508,1042,0
2024-09-22,38,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1009,2466,1009,0
2024-09-29,39,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1337,3473,1337,0
2024-10-06,40,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2338,2136,2136,1
2024-10-13,41,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2337,2016,2016,1
2024-10-20,42,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2309,2016,2016,1
2024-10-27,43,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2105,2016,2016,1
2024-11-03,44,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2631,2016,2016,1
2024-11-10,45,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,1,3499,2016,2016,1
2024-11-17,46,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1099,2016,1099,0
2024-11-24,47,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1439,2933,1439,0
2024-12-01,48,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1135,3510,1135,0
2024-12-08,49,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1291,2375,1291,0
2024-12-15,50,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1401,3100,1401,0
2024-12-22,51,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,1835,1699,1699,1
2024-12-29,52,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,1800,2016,1800,0
2025-01-05,53,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1337,2232,1337,0
2025-01-12,54,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1476,2911,1476,0
2025-01-19,55,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1258,3451,1258,0
2025-01-26,56,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1204,2193,1204,0
2025-02-02,57,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1270,3005,1270,0
2025-02-09,58,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1532,1735,1532,0
2025-02-16,59,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1350,2219,1350,0
2025-02-23,60,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1363,2885,1363,0
2025-03-02,61,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1487,1522,1487,0
2025-03-09,62,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,1,1900,2051,1900,0
2025-03-16,63,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2702,2167,2167,1
2025-03-23,64,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2529,2016,2016,1
2025-03-30,65,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1889,2016,1889,0
2025-04-06,66,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1729,2143,1729,0
2025-04-13,67,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,2132,2430,2132,0
2025-04-20,68,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,1,1913,2314,1913,0
2025-04-27,69,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1867,2417,1867,0
2025-05-04,70,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1840,2566,1840,0
2025-05-11,71,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,2143,2742,2143,0
2025-05-18,72,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1772,2615,1772,0
2025-05-25,73,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,2226,2859,2226,0
2025-06-01,74,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1519,2649,1519,0
2025-06-08,75,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1685,3146,1685,0
2025-06-15,76,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1701,3477,1701,0
2025-06-22,77,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1573,1776,1573,0
2025-06-29,78,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1859,2219,1859,0
2025-07-06,79,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1530,2376,1530,0
2025-07-13,80,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1779,2862,1779,0
2025-07-20,81,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1361,3099,1361,0
2025-07-27,82,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,2018,1738,1738,1
2025-08-03,83,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,1,2068,2016,2016,1
2025-08-10,84,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1285,2016,1285,0
2025-08-17,85,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1495,2747,1495,0
2025-08-24,86,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1290,3268,1290,0
2025-08-31,87,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1493,1978,1493,0
2025-09-07,88,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1169,2501,1169,0
2025-09-14,89,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1489,3348,1489,0
2025-09-21,90,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1325,1859,1325,0
2025-09-28,91,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1150,2550,1150,0
2025-10-05,92,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2491,3416,2491,0
2025-10-12,93,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2509,2941,2509,0
2025-10-19,94,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2567,2448,2448,1
2025-10-26,95,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,3044,2016,2016,1
2025-11-02,96,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2401,2016,2016,1
2025-11-09,97,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2473,2016,2016,1
2025-11-16,98,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1171,2016,1171,0
2025-11-23,99,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1466,2861,1466,0
2025-11-30,100,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1383,3411,1383,0
2025-12-07,101,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1225,2028,1225,0
2025-12-14,102,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,0,0,1429,2819,1429,0
2025-12-21,103,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,1884,3406,1884,0
2025-12-28,104,SKU01,Lager 650ml,Beer,WH03,South DC,120,5,1,0,2652,1522,1522,1
2024-01-07,1,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1211,1764,1211,0
2024-01-14,2,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1086,2569,1086,0
2024-01-21,3,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1348,3499,1348,0
2024-01-28,4,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,867,2151,867,0
2024-02-04,5,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1078,3300,1078,0
2024-02-11,6,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1413,2222,1413,0
2024-02-18,7,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1077,2825,1077,0
2024-02-25,8,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1382,1748,1382,0
2024-03-03,9,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1644,2382,1644,0
2024-03-10,10,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2782,2754,2754,1
2024-03-17,11,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,1,2519,2016,2016,1
2024-03-24,12,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2126,2016,2016,1
2024-03-31,13,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1628,2016,1628,0
2024-04-07,14,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1961,2404,1961,0
2024-04-14,15,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1593,2459,1593,0
2024-04-21,16,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1397,2882,1397,0
2024-04-28,17,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,1,1835,3501,1835,0
2024-05-05,18,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,1,1844,1666,1666,1
2024-05-12,19,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1675,2016,1675,0
2024-05-19,20,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1795,2357,1795,0
2024-05-26,21,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1640,2578,1640,0
2024-06-02,22,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1768,2954,1768,0
2024-06-09,23,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,2014,3202,2014,0
2024-06-16,24,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1615,3204,1615,0
2024-06-23,25,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1723,1589,1589,1
2024-06-30,26,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1874,2016,1874,0
2024-07-07,27,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1581,2158,1581,0
2024-07-14,28,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1593,2593,1593,0
2024-07-21,29,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1413,3016,1413,0
2024-07-28,30,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1636,1603,1603,1
2024-08-04,31,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,1,1655,2016,1655,0
2024-08-11,32,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1121,2377,1121,0
2024-08-18,33,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1313,3272,1313,0
2024-08-25,34,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1265,1959,1265,0
2024-09-01,35,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,990,2710,990,0
2024-09-08,36,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1644,1720,1644,0
2024-09-15,37,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,1,1648,2092,1648,0
2024-09-22,38,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1629,2460,1629,0
2024-09-29,39,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1380,2847,1380,0
2024-10-06,40,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2097,3483,2097,0
2024-10-13,41,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2065,3402,2065,0
2024-10-20,42,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2478,3353,2478,0
2024-10-27,43,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2434,2891,2434,0
2024-11-03,44,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2196,2473,2196,0
2024-11-10,45,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,1497,2293,1497,0
2024-11-17,46,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1347,2812,1347,0
2024-11-24,47,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1646,3481,1646,0
2024-12-01,48,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1652,1835,1652,0
2024-12-08,49,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1424,2199,1424,0
2024-12-15,50,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1273,2791,1273,0
2024-12-22,51,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2060,1518,1518,1
2024-12-29,52,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,1807,2016,1807,0
2025-01-05,53,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1442,2225,1442,0
2025-01-12,54,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1135,2799,1135,0
2025-01-19,55,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1381,1664,1381,0
2025-01-26,56,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1505,2299,1505,0
2025-02-02,57,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1422,2810,1422,0
2025-02-09,58,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1208,3404,1208,0
2025-02-16,59,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1565,2196,1565,0
2025-02-23,60,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1351,2647,1351,0
2025-03-02,61,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1560,3312,1560,0
2025-03-09,62,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1670,1752,1670,0
2025-03-16,63,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,1509,2098,1509,0
2025-03-23,64,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,1,0,2244,2605,2244,0
2025-03-30,65,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1494,2377,1494,0
2025-04-06,66,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,2086,2899,2086,0
2025-04-13,67,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1501,2829,1501,0
2025-04-20,68,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1926,3344,1926,0
2025-04-27,69,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1674,3434,1674,0
2025-05-04,70,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1769,1760,1760,1
2025-05-11,71,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1644,2016,1644,0
2025-05-18,72,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1727,2388,1727,0
2025-05-25,73,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1832,2677,1832,0
2025-06-01,74,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1815,2861,1815,0
2025-06-08,75,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1681,3062,1681,0
2025-06-15,76,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1396,3397,1396,0
2025-06-22,77,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1660,2001,1660,0
2025-06-29,78,SKU02,Lager 330ml,Beer,WH03,South DC,70,5,0,0,1673,2357,1673,0
